Date,Acadia,Allen,Ascension,Assumption,Avoyelles,Beauregard,Bienville,Bossier,Caddo,Calcasieu,Caldwell,Cameron,Catahoula,Claiborne,Concordia,De Soto,East Baton Rouge,East Carroll,East Feliciana,Evangeline,Franklin,Grant,Iberia,Iberville,Jackson,Jefferson,Jefferson Davis,LaSalle,Lafayette,Lafourche,Lincoln,Livingston,Madison,Morehouse,Natchitoches,Orleans,Ouachita,Plaquemines,Pointe Coupee,Rapides,Red River,Richland,Sabine,St. Bernard,St. Charles,St. Helena,St. James,St. John the Baptist,St. Landry,St. Martin,St. Mary,St. Tammany,Tangipahoa,Tensas,Terrebonne,Union,Vermilion,Vernon,Washington,Webster,West Baton Rouge,West Carroll,West Feliciana,Winn,Total
7/26/20,2173,986,2249,493,827,624,340,1855,5652,5459,178,157,243,200,234,571,9636,489,458,639,719,232,2003,1026,338,13448,903,192,5769,2319,639,2298,523,387,600,9898,4102,378,623,2687,167,472,463,957,1229,214,582,1285,1880,1399,1287,4285,2777,48,2453,543,1081,587,1093,768,545,225,319,358,107564.0
7/27/20,2215,993,2335,509,842,648,340,1894,5745,5626,178,157,243,200,238,582,9985,489,468,641,729,244,2057,1047,340,13680,910,197,5888,2393,641,2380,526,396,602,10011,4144,381,646,2743,169,477,469,976,1261,224,591,1291,1927,1429,1312,4375,2895,52,2519,547,1142,599,1123,770,573,226,319,358,109907.0
7/28/20,2229,1001,2357,515,851,661,340,1926,5809,5709,181,157,243,201,239,590,10155,490,480,652,731,255,2080,1053,341,13780,914,197,5944,2404,642,2412,527,401,608,10071,4169,382,664,2786,169,479,474,981,1276,225,599,1297,1981,1442,1322,4409,2916,54,2546,551,1158,611,1128,772,582,226,320,363,111028.0
7/29/20,2266,1021,2383,521,867,678,345,1978,5933,5810,185,158,246,208,242,601,10345,492,484,667,745,260,2111,1066,345,13872,924,208,6023,2446,662,2463,533,420,648,10120,4246,417,676,2817,171,487,497,990,1298,230,604,1316,2034,1453,1342,4487,2955,54,2601,561,1184,631,1133,791,593,234,321,364,112763.0
7/30/20,2299,1029,2444,531,895,697,348,2017,6007,5913,186,158,249,214,250,623,10576,492,486,686,759,266,2126,1083,347,14026,934,213,6096,2468,672,2521,536,422,654,10204,4304,419,683,2901,171,500,506,998,1320,234,611,1325,2054,1461,1356,4568,3001,54,2653,573,1204,654,1151,800,609,242,321,371,114471.0
7/31/20,2331,1036,2458,537,907,743,348,2054,6144,6278,190,164,249,216,261,633,10690,493,490,699,785,270,2160,1100,349,14155,944,219,6155,2516,695,2561,551,428,662,10255,4372,420,706,2945,179,513,518,1001,1340,238,624,1334,2082,1468,1381,4621,3037,56,2693,596,1224,663,1166,811,613,247,322,374,116270.0
8/1/20,2331,1036,2458,537,907,743,348,2054,6144,6278,190,164,249,216,261,633,10690,493,490,699,785,270,2160,1100,349,14155,944,219,6155,2516,695,2561,551,428,662,10255,4372,420,706,2945,179,513,518,1001,1340,238,624,1334,2082,1468,1381,4621,3037,56,2693,596,1224,663,1166,811,613,247,322,374,116270.0
8/2/20,2380,1117,2609,552,939,773,353,2111,6261,6440,197,167,256,222,278,655,11169,501,518,720,826,280,2218,1138,357,14453,954,236,6350,2572,716,2660,564,441,687,10384,4474,425,726,3037,189,538,534,1028,1367,246,645,1348,2183,1501,1434,4759,3137,63,2781,619,1325,684,1193,823,655,258,324,386,119736.0
8/3/20,2403,1156,2643,555,951,789,353,2118,6299,6527,200,167,264,221,287,662,11263,501,522,732,839,282,2247,1152,359,14533,963,242,6423,2589,720,2680,566,443,691,10426,4509,425,739,3068,189,544,535,1037,1375,246,649,1355,2226,1519,1445,4808,3159,65,2800,623,1378,704,1199,826,661,259,326,398,120835.0
8/4/20,2513,1210,2681,557,981,797,354,2192,6324,6594,202,167,267,227,296,675,11444,510,532,805,850,284,2408,1170,361,14795,974,248,7280,2656,733,2718,585,461,716,10487,4592,428,747,3126,192,551,585,1058,1397,247,667,1374,2530,1580,1504,4884,3223,68,2866,646,1467,732,1211,840,675,272,328,399,124243.0
8/5/20,2536,1219,2725,561,987,800,359,2275,6516,6641,203,167,273,237,298,696,11590,511,542,817,860,288,2412,1184,366,14914,983,259,7344,2684,744,2754,596,467,737,10526,4644,430,762,3155,209,560,605,1067,1419,251,674,1386,2556,1590,1511,4939,3291,68,2899,652,1493,733,1220,855,678,275,332,401,125726.0
8/6/20,2555,1232,2768,569,1002,814,362,2295,6566,6695,207,167,276,241,300,705,11736,514,550,835,875,292,2436,1191,368,15002,996,268,7424,2719,754,2800,601,479,747,10573,4709,432,769,3194,211,577,611,1081,1424,253,681,1399,2583,1609,1527,4993,3332,68,2941,669,1513,739,1235,861,689,277,333,410,127034.0
8/7/20,2570,1245,2798,577,1021,819,364,2311,6610,6752,212,167,280,251,303,710,11946,518,567,861,896,298,2450,1219,368,15103,1005,283,7468,2759,766,2845,609,494,761,10637,4787,451,780,3223,212,586,622,1091,1442,258,693,1403,2631,1616,1543,5086,3397,70,2986,675,1529,748,1247,868,701,287,345,413,128533.0
8/8/20,2570,1245,2798,577,1021,819,364,2311,6610,6752,212,167,280,251,303,710,11946,518,567,861,896,298,2450,1219,368,15103,1005,283,7468,2759,766,2845,609,494,761,10637,4787,451,780,3223,212,586,622,1091,1442,258,693,1403,2631,1616,1543,5086,3397,70,2986,675,1529,748,1247,868,701,287,345,413,128533.0
8/9/20,2598,1276,2871,584,1070,833,381,2333,6668,6815,218,168,293,274,327,722,12187,519,587,895,934,306,2532,1237,376,15279,1024,305,7628,2800,797,2924,613,529,773,10735,4870,458,791,3290,238,601,645,1103,1474,264,716,1424,2727,1711,1597,5229,3477,88,3035,706,1582,768,1265,893,720,293,347,423,131146.0
8/10/20,2601,1278,2890,588,1070,835,382,2339,6688,6815,221,169,295,277,334,727,12244,520,591,895,938,306,2539,1250,376,15350,1028,305,7643,2839,805,2938,613,531,774,10768,4896,460,794,3304,237,602,647,1109,1484,267,719,1430,2735,1714,1611,5266,3498,89,3057,708,1584,770,1281,894,722,294,348,425,131707.0
8/11/20,2634,1284,2930,591,1096,837,386,2374,6739,6862,224,170,296,282,337,743,12377,521,603,908,940,307,2561,1259,378,15452,1033,308,7723,2863,806,2975,618,536,791,10805,4923,461,810,3327,244,604,658,1113,1492,275,722,1434,2778,1734,1631,5323,3540,91,3072,711,1611,772,1293,898,727,296,355,426,132870.0
8/12/20,2652,1321,2941,598,1107,863,387,2390,6771,6924,228,171,300,286,347,745,12477,520,609,932,954,330,2575,1262,383,15509,1046,324,7793,2895,815,2992,625,536,809,10851,4967,462,816,3380,250,615,664,1120,1500,277,723,1441,2824,1757,1642,5364,3570,91,3095,720,1657,789,1298,903,734,298,393,450,134068.0
8/13/20,2673,1332,2970,600,1128,868,388,2428,6851,6960,230,172,305,290,352,756,12587,520,612,946,964,335,2588,1267,386,15597,1056,324,7846,2916,819,3027,628,542,816,10899,5027,465,818,3410,252,624,671,1125,1515,279,730,1448,2841,1760,1658,5429,3619,91,3115,732,1689,798,1312,916,745,302,397,453,135199.0
8/14/20,2684,1367,3016,606,1138,878,390,2445,6887,7013,234,173,312,292,356,765,12716,520,619,958,980,350,2602,1279,397,15703,1071,339,7916,2949,839,3071,631,549,823,10939,5067,469,838,3447,276,635,682,1126,1526,280,734,1455,2866,1784,1666,5480,3664,94,3160,737,1714,806,1320,939,754,307,399,467,136499.0
8/15/20,2684,1367,3016,606,1138,878,390,2445,6887,7013,234,173,312,292,356,765,12716,520,619,958,980,350,2602,1279,397,15703,1071,339,7916,2949,839,3071,631,549,823,10939,5067,469,838,3447,276,635,682,1126,1526,280,734,1455,2866,1784,1666,5480,3664,94,3160,737,1714,806,1320,939,754,307,399,467,136499.0
8/16/20,2696,1378,3064,613,1143,884,395,2464,6936,7044,242,174,319,299,367,775,12824,524,626,967,993,357,2616,1290,402,15789,1078,349,7947,2985,857,3100,640,554,825,10992,5144,472,844,3472,291,641,699,1136,1542,288,737,1462,2895,1783,1677,5552,3710,116,3196,752,1724,810,1335,949,756,307,406,479,137683.0
8/17/20,2701,1382,3084,616,1149,886,399,2471,6949,7045,245,174,321,303,376,780,12875,525,637,966,996,359,2627,1288,403,15815,1080,350,7976,3014,856,3119,646,553,843,11027,5161,478,850,3472,290,642,705,1141,1545,294,741,1465,2908,1790,1685,5600,3756,117,3212,754,1735,814,1346,949,757,306,408,492,138249.0
8/18/20,2708,1386,3108,617,1157,896,400,2488,6980,7093,245,174,323,307,378,783,12942,525,647,968,998,361,2632,1301,403,15865,1084,350,8005,3030,857,3146,648,553,851,11039,5187,479,852,3499,296,643,703,1147,1549,294,741,1470,2925,1795,1689,5626,3798,117,3227,756,1737,824,1346,955,761,312,414,495,138885.0
8/19/20,2712,1389,3118,623,1172,909,401,2499,7012,7154,245,174,329,308,384,787,13018,526,658,978,1004,363,2636,1303,404,15905,1093,352,8038,3044,867,3170,648,558,853,11064,5220,481,861,3522,297,649,708,1152,1559,298,742,1475,2950,1803,1694,5658,3826,119,3239,762,1753,843,1354,960,766,313,454,499,139655.0
8/20/20,2731,1390,3140,626,1178,920,401,2508,7060,7194,249,174,329,311,386,799,13133,527,674,992,1017,369,2644,1318,406,15964,1098,356,8074,3061,867,3197,650,560,857,11104,5259,482,868,3597,299,653,706,1160,1559,301,743,1484,2968,1809,1703,5717,3868,121,3258,768,1761,852,1369,969,766,315,455,499,140573.0
8/21/20,2735,1402,3175,628,1196,928,401,2520,7112,7235,263,174,338,320,393,802,13226,527,708,995,1024,374,2648,1318,409,16006,1111,363,8103,3073,867,3236,650,563,874,11134,5308,481,874,3642,298,657,709,1169,1568,303,745,1484,2976,1827,1711,5760,3899,124,3285,772,1768,869,1383,977,771,317,466,505,141479.0
8/22/20,2735,1402,3175,628,1196,928,401,2520,7112,7235,263,174,338,320,393,802,13226,527,708,995,1024,374,2648,1318,409,16006,1111,363,8103,3073,867,3236,650,563,874,11134,5308,481,874,3642,298,657,709,1169,1568,303,745,1484,2976,1827,1711,5760,3899,124,3285,772,1768,869,1383,977,771,317,466,505,141479.0
8/23/20,2743,1409,3218,631,1211,938,403,2549,7156,7277,264,174,346,327,402,802,13350,529,721,1004,1042,377,2661,1325,416,16131,1116,378,8148,3101,881,3266,655,570,889,11191,5372,489,888,3682,300,664,711,1191,1580,305,747,1487,3000,1836,1720,5815,3934,127,3315,783,1784,889,1402,986,787,320,467,511,142693.0
8/24/20,2748,1409,3226,631,1218,941,403,2557,7180,7284,271,175,351,331,411,803,13412,529,862,1006,1042,382,2670,1330,421,16171,1120,379,8168,3111,885,3279,655,570,894,11214,5389,489,894,3703,300,667,712,1196,1587,307,749,1490,3001,1839,1726,5841,3959,127,3333,788,1789,898,1415,988,787,321,468,517,143319.0
8/25/20,2776,1426,3245,651,1248,924,409,2619,7117,7256,271,201,354,342,420,804,13391,530,865,1019,1059,388,2686,1311,425,16159,1149,379,8136,3211,883,3313,671,580,898,11229,5355,487,917,3679,309,664,735,1203,1611,368,752,1499,3006,1928,1739,5859,3939,134,3259,796,1842,927,1426,993,809,310,504,531,143926.0
8/26/20,2775,1430,3257,649,1255,926,414,2653,7225,7269,271,205,358,344,421,808,13450,532,888,1028,1061,390,2698,1317,431,16227,1153,382,8183,3216,884,3325,780,582,907,11269,5369,487,924,3691,310,666,736,1213,1614,364,754,1500,3021,1920,1737,5892,3956,133,3285,806,1854,935,1431,1005,814,310,545,535,144770.0
8/27/20,2781,1434,3267,654,1261,928,412,2667,7278,7285,274,204,363,354,426,807,13520,531,1056,1034,1076,395,2695,1319,439,16269,1146,378,8205,3236,887,3330,781,585,908,11279,5400,490,928,3711,310,678,735,1213,1621,365,755,1503,3026,1922,1746,5917,3965,136,3296,807,1853,939,1436,1016,820,311,547,540,145450.0
8/28/20,2799,1437,3291,653,1268,932,412,2674,7320,7298,276,206,366,355,427,810,13573,531,1054,1033,1077,406,2701,1321,451,16315,1157,382,8216,3245,896,3356,783,587,912,11326,5441,491,930,3742,313,682,735,1221,1628,367,757,1505,3032,1930,1754,5940,3985,137,3294,818,1864,951,1446,1020,826,312,547,542,146056.0
8/29/20,2799,1437,3291,653,1268,932,412,2674,7320,7298,276,206,366,355,427,810,13573,531,1054,1033,1077,406,2701,1321,451,16315,1157,382,8216,3245,896,3356,783,587,912,11326,5441,491,930,3742,313,682,735,1221,1628,367,757,1505,3032,1930,1754,5940,3985,137,3294,818,1864,951,1446,1020,826,312,547,542,146056.0
8/30/20,2808,1443,3324,664,1279,940,417,2693,7407,7439,278,203,369,373,433,816,13727,532,1079,1115,1081,430,2711,1331,470,16438,1160,382,8251,3263,905,3368,790,595,920,11494,5468,521,941,3827,318,686,742,1233,1643,367,759,1513,3096,1964,1757,6037,4030,147,3333,823,1861,956,1460,1030,832,312,549,546,147679.0
8/31/20,2809,1447,3344,667,1285,942,414,2703,7417,7441,279,202,371,376,433,817,13778,533,1092,1119,1086,430,2715,1332,477,16461,1160,381,8275,3268,906,3364,791,597,919,11514,5481,525,948,3833,320,687,743,1238,1648,365,761,1512,3098,1962,1762,6053,4046,146,3343,825,1867,954,1460,1032,833,315,553,548,148003.0
9/1/20,2817,1441,3377,669,1294,941,418,2728,7452,7445,280,208,375,380,436,818,13826,529,1102,1118,1088,435,2717,1344,475,16526,1166,391,8275,3284,912,3405,825,602,922,11573,5509,538,957,3839,321,696,750,1242,1660,373,761,1515,3110,1975,1768,6087,4071,151,3347,829,1873,957,1473,1030,829,314,575,552,148696.0
9/2/20,2821,1447,3395,670,1303,944,421,2732,7482,7442,282,206,381,389,450,820,13911,530,1181,1134,1093,438,2738,1339,485,16575,1167,395,8339,3298,930,3429,831,615,924,11687,5527,590,963,3849,322,703,758,1244,1660,373,767,1518,3130,1982,1773,6148,4095,153,3366,845,1887,962,1480,1047,838,316,572,555,149647.0
9/3/20,2824,1454,3418,669,1305,953,425,2749,7546,7438,285,209,383,392,456,823,13990,529,1315,1143,1101,435,2752,1351,496,16629,1168,392,8365,3312,937,3448,829,619,940,11727,5559,619,964,3856,324,708,765,1257,1662,369,768,1520,3139,1983,1774,6220,4098,151,3372,852,1890,962,1486,1050,839,317,594,556,150461.0
9/4/20,2828,1458,3429,675,1320,949,426,2776,7581,7465,286,206,384,408,458,826,14089,530,1328,1154,1105,436,2752,1347,513,16678,1169,395,8402,3326,941,3457,832,625,942,11816,5579,643,970,3875,329,716,769,1268,1669,371,769,1528,3141,1996,1778,6267,4134,151,3385,855,1901,966,1504,1064,841,317,611,573,151282.0
9/5/20,2828,1458,3429,675,1320,949,426,2776,7581,7465,286,206,384,408,458,826,14089,530,1328,1154,1105,436,2752,1347,513,16678,1169,395,8402,3326,941,3457,832,625,942,11816,5579,643,970,3875,329,716,769,1268,1669,371,769,1528,3141,1996,1778,6267,4134,151,3385,855,1901,966,1504,1064,841,317,611,573,151282.0
9/6/20,2844,1461,3457,680,1327,951,426,2814,7662,7474,289,207,387,433,461,825,14248,531,1457,1203,1117,442,2759,1364,528,16764,1174,398,8447,3341,955,3474,841,631,970,11926,5633,658,984,3899,337,718,775,1284,1691,370,768,1538,3161,1999,1788,6361,4168,152,3421,855,1915,974,1521,1074,852,321,613,578,152676.0
9/7/20,2853,1461,3465,683,1331,955,427,2826,7679,7476,291,204,388,435,461,828,14253,532,1461,1202,1118,448,2762,1366,535,16802,1171,399,8449,3350,971,3475,840,634,976,11932,5669,656,987,3914,338,717,774,1289,1695,376,768,1540,3156,2005,1791,6373,4181,152,3433,858,1908,976,1532,1081,851,323,624,578,152984.0
9/8/20,2841,1462,3474,692,1335,952,427,2836,7687,7487,293,204,391,435,461,831,14284,532,1456,1202,1117,449,2761,1364,538,16825,1171,400,8460,3360,969,3495,843,635,973,11975,5668,635,986,3916,338,720,778,1296,1702,384,766,1545,3160,2010,1789,6402,4173,154,3445,863,1916,981,1528,1080,852,323,637,578,153242.0
9/9/20,2876,1495,3497,699,1396,961,433,2849,7729,7549,294,205,398,460,488,837,14380,534,1462,1228,1132,456,2820,1373,543,16871,1185,406,8570,3387,989,3514,846,672,997,12048,5741,645,1001,3947,338,728,792,1310,1709,388,782,1548,3209,2030,1808,6489,4217,155,3459,891,1958,996,1534,1104,855,329,639,581,154762.0
9/10/20,2877,1500,3512,699,1399,959,435,2861,7762,7580,295,206,401,456,487,840,14421,535,1475,1228,1135,459,2827,1381,546,16920,1186,409,8586,3400,996,3517,847,672,1001,12063,5755,659,1003,3961,338,730,795,1316,1721,386,782,1555,3205,2034,1807,6521,4239,155,3472,896,1962,996,1543,1109,864,332,637,582,155228.0
9/11/20,2887,1498,3538,710,1398,964,441,2894,7843,7592,294,209,404,457,488,846,14507,534,1518,1246,1135,466,2826,1380,551,16974,1191,407,8612,3404,1008,3537,848,685,1009,12125,5782,657,1006,3988,341,728,798,1317,1720,388,783,1556,3220,2037,1812,6578,4255,155,3485,898,1967,1001,1550,1119,871,332,628,586,155984.0
9/12/20,2887,1498,3538,710,1398,964,441,2894,7843,7592,294,209,404,457,488,846,14507,534,1518,1246,1135,466,2826,1380,551,16974,1191,407,8612,3404,1008,3537,848,685,1009,12125,5782,657,1006,3988,341,728,798,1317,1720,388,783,1556,3220,2037,1812,6578,4255,155,3485,898,1967,1001,1550,1119,871,332,628,586,155984.0
9/13/20,2889,1512,3571,721,1419,970,441,2926,7908,7623,295,208,419,465,496,857,14588,539,1669,1262,1145,471,2844,1391,584,17023,1197,412,8687,3435,1043,3558,848,698,1025,12169,5852,662,1013,4010,345,732,809,1328,1731,391,781,1559,3230,2046,1825,6637,4278,158,3511,909,1979,1016,1561,1144,873,332,651,588,157259.0
9/14/20,2891,1514,3588,729,1426,969,442,2942,7926,7632,298,209,420,477,497,857,14674,538,1675,1265,1163,470,2847,1396,584,17048,1200,414,8706,3447,1057,3566,854,704,1029,12184,5891,663,1018,4018,349,738,809,1335,1735,391,780,1560,3232,2042,1836,6670,4292,158,3519,913,1985,1016,1570,1147,872,330,652,592,157751.0
9/15/20,2897,1522,3610,734,1431,966,445,2952,7929,7632,298,216,421,476,497,860,14681,537,1687,1270,1162,474,2849,1391,586,17077,1203,415,8709,3467,1048,3642,856,705,1035,12235,5896,657,1028,4017,347,739,810,1339,1740,396,785,1566,3230,2051,1843,6676,4307,158,3512,919,1980,1019,1571,1147,873,332,673,598,158124.0
9/16/20,2901,1523,3627,735,1440,970,444,2964,8001,7645,298,217,422,483,498,864,14701,539,1690,1270,1167,470,2854,1400,586,17123,1203,412,8731,3478,1057,3653,857,718,1040,12260,5921,657,1029,4038,347,740,818,1344,1744,394,786,1566,3235,2053,1857,6719,4323,158,3528,923,1976,1019,1578,1156,875,334,678,597,158634.0
