Date,Alachua,Baker,Bay,Bradford,Brevard,Broward,Calhoun,Charlotte,Citrus,Clay,Collier,Columbia,DeSoto,Dixie,Duval,Escambia,Flagler,Franklin,Gadsden,Gilchrist,Glades,Gulf,Hamilton,Hardee,Hendry,Hernando,Highlands,Hillsborough,Holmes,Indian River,Jackson,Jefferson,Lafayette,Lake,Lee,Leon,Levy,Liberty,Madison,Manatee,Marion,Martin,Miami-Dade,Monroe,Nassau,Okaloosa,Okeechobee,Orange,Osceola,Palm Beach,Pasco,Pinellas,Polk,Putnam,Santa Rosa,Sarasota,Seminole,St. Johns,St. Lucie,Sumter,Suwannee,Taylor,Union,Volusia,Wakulla,Walton,Washington,Total
4/22/20,227,17,59,42,225,4228,6,148,92,257,483,42,24,4,925,418,78,2,58,4,5,1,5,4,52,84,71,982,8,85,11,26,1,213,794,186,13,2,35,445,130,161,10153,73,46,135,8,1251,423,2403,218,638,361,65,144,299,332,195,207,164,104,2,3,375,15,32,10,28309.0
4/23/20,231,19,60,42,235,4431,6,178,94,264,507,46,24,4,956,420,106,2,69,4,5,1,6,5,59,83,74,1008,9,88,13,26,1,217,887,191,13,2,40,473,145,166,10588,74,48,141,9,1274,449,2554,221,656,379,75,141,310,340,200,220,166,106,3,3,420,17,34,10,29648.0
4/24/20,244,20,63,42,247,4591,6,199,95,266,526,46,24,5,955,434,106,2,79,4,5,1,6,9,64,86,76,1022,9,89,13,27,1,219,940,207,13,2,41,491,148,169,10926,77,49,145,9,1290,461,2600,230,673,393,81,143,314,348,203,223,167,107,3,4,428,20,35,12,30533.0
4/25/20,245,20,63,42,250,4659,6,202,95,267,535,47,24,6,965,442,116,2,80,4,5,1,6,10,64,89,76,1041,9,89,13,27,1,221,944,208,13,2,41,497,150,169,11005,77,50,149,9,1304,463,2614,233,677,400,83,147,318,351,203,225,169,109,3,4,432,20,35,12,30838.0
4/26/20,251,20,65,43,252,4729,6,203,97,267,552,49,24,6,984,457,121,2,81,4,6,1,6,10,65,89,76,1048,9,89,13,27,1,222,961,210,13,2,43,508,151,174,11351,78,53,149,9,1322,463,2697,233,687,410,87,149,321,357,204,228,171,116,3,4,434,21,35,12,31531.0
4/27/20,254,20,68,44,266,4794,6,211,97,271,562,53,25,5,990,470,127,2,87,4,6,1,6,13,68,89,80,1062,9,90,13,28,1,223,971,212,13,2,44,533,151,183,11570,79,53,149,10,1339,470,2763,237,698,441,87,150,323,367,204,236,173,118,3,4,440,22,35,12,32137.0
4/28/20,255,20,70,44,268,4847,6,219,97,272,568,55,26,6,1001,485,131,2,94,4,6,1,6,14,72,89,81,1080,9,90,13,28,1,226,990,213,18,2,49,563,160,185,11831,79,53,152,10,1363,474,2877,239,709,457,103,151,334,374,207,239,177,128,3,4,445,22,35,12,32844.0
4/29/20,262,20,70,46,270,4898,8,223,97,272,581,57,28,6,1007,496,133,2,94,4,6,1,6,16,80,89,81,1105,9,90,14,28,1,227,1003,214,18,3,49,567,165,186,11927,78,56,153,10,1371,479,2911,241,718,468,103,153,338,373,207,239,176,129,3,4,448,22,35,12,33186.0
4/30/20,267,20,72,46,285,4953,8,236,99,273,596,58,29,7,1012,506,133,2,95,5,6,1,6,18,83,90,81,1124,10,90,14,28,1,227,1021,219,19,3,55,580,175,191,12063,79,56,154,11,1385,478,2963,249,729,483,106,154,352,379,208,247,181,130,3,4,452,23,38,12,33683.0
5/1/20,273,22,72,47,289,5144,8,245,99,276,610,64,30,7,1025,532,134,2,103,5,6,1,7,22,92,92,84,1163,10,91,14,28,2,233,1067,226,19,6,58,591,178,197,12389,79,57,156,12,1413,486,3041,252,748,500,108,158,365,385,210,249,217,139,3,5,500,24,38,12,34720.0
5/2/20,275,22,75,48,297,5257,14,244,99,278,628,68,31,7,1038,538,138,2,105,5,6,1,7,29,96,92,86,1240,10,92,14,28,2,234,1085,233,19,8,58,607,182,199,12632,80,58,158,13,1422,504,3080,275,757,514,117,157,372,395,212,254,221,141,3,5,509,23,43,12,35454.0
5/3/20,286,22,76,48,308,5312,15,249,99,279,640,92,32,9,1045,593,140,2,107,6,6,1,7,32,101,94,85,1281,10,97,15,28,2,234,1118,234,19,60,60,619,184,202,12775,80,59,160,14,1434,509,3130,278,766,523,120,157,377,394,211,257,226,141,3,5,513,24,49,12,36066.0
5/4/20,289,22,76,48,310,5383,15,257,99,285,653,96,39,10,1072,595,140,2,113,6,6,1,7,33,111,96,87,1300,10,98,15,28,2,235,1138,243,20,60,61,636,184,215,13092,80,59,160,18,1438,516,3311,282,784,536,121,158,385,396,211,260,233,141,3,5,514,24,50,12,36885.0
5/5/20,289,22,76,48,319,5492,15,269,100,287,656,96,40,10,1084,598,141,2,115,6,6,1,7,34,115,96,88,1324,10,99,15,28,3,235,1160,243,20,60,61,684,193,218,13224,80,59,161,17,1446,514,3390,284,788,547,120,158,395,403,214,259,236,142,3,5,521,29,50,12,37422.0
5/6/20,295,22,76,48,320,5553,19,294,101,288,677,96,42,10,1077,604,142,2,120,6,6,1,7,34,120,97,87,1331,10,99,23,28,3,236,1176,243,20,70,61,722,196,224,13371,80,60,162,18,1460,529,3480,285,801,564,120,158,405,408,216,265,234,143,3,5,526,29,51,12,37971.0
5/7/20,300,22,76,48,325,5677,24,304,102,292,705,101,42,11,1083,616,145,2,121,6,6,1,7,35,129,97,90,1364,10,99,31,28,3,237,1212,249,20,114,61,737,202,233,13585,80,60,163,22,1474,544,3587,289,820,594,120,160,412,410,222,271,238,144,3,5,534,29,50,12,38795.0
5/8/20,306,24,76,48,326,5688,24,312,102,293,712,102,42,12,1088,618,147,2,123,6,6,1,8,35,133,98,93,1371,10,100,74,28,3,237,1219,249,20,196,61,742,202,243,13664,80,60,165,23,1478,554,3615,291,828,601,120,162,416,410,223,275,239,145,3,5,537,29,51,12,39166.0
5/9/20,308,24,76,48,328,5780,27,317,104,299,734,102,47,13,1134,634,147,2,128,6,7,1,8,36,136,98,96,1400,10,100,72,28,3,240,1249,252,20,196,61,756,210,245,13841,89,60,168,23,1505,564,3798,293,848,623,125,172,418,411,222,280,240,145,3,6,540,29,55,12,39952.0
5/10/20,312,25,76,48,328,5858,27,329,106,300,752,103,47,13,1164,638,147,2,128,6,7,1,18,36,145,100,98,1432,10,100,91,28,3,242,1268,254,20,198,61,776,208,255,14007,88,60,169,28,1505,572,3870,297,861,636,126,173,426,415,222,282,244,146,3,6,548,29,61,12,40546.0
5/11/20,320,25,76,48,330,5882,27,337,106,302,766,103,51,13,1171,641,147,2,130,6,7,1,19,36,151,101,99,1448,10,100,97,28,3,243,1285,254,20,198,61,783,211,261,14167,92,61,169,28,1512,573,3889,300,876,655,127,176,430,415,222,284,244,146,3,7,551,29,65,12,40932.0
5/12/20,324,25,77,48,346,5973,27,347,107,303,843,105,52,14,1186,659,147,2,137,6,8,1,19,36,159,101,99,1473,10,102,131,28,5,246,1317,266,22,198,61,795,213,274,14385,95,61,169,28,1537,580,4093,302,909,675,127,179,435,418,223,290,244,148,3,7,557,31,66,12,41866.0
5/13/20,326,26,77,48,344,5998,31,350,109,303,864,107,52,15,1199,665,148,2,139,7,8,1,86,37,165,101,100,1494,10,102,106,28,5,247,1332,271,22,198,61,806,217,275,14468,96,62,170,25,1553,586,4176,306,923,687,127,179,440,422,229,299,245,149,3,10,566,31,68,12,42314.0
5/14/20,330,26,78,49,348,6057,33,357,109,306,882,107,58,18,1215,671,148,2,140,7,9,1,134,39,176,104,103,1530,10,103,105,28,5,248,1350,275,22,199,62,813,217,281,14742,95,63,172,32,1577,594,4278,308,962,698,127,180,487,426,231,301,246,151,3,14,576,31,73,12,43134.0
5/15/20,330,26,80,49,356,6133,38,367,110,308,915,108,61,22,1252,682,153,2,180,7,10,1,144,39,180,105,103,1568,11,104,125,28,5,249,1385,276,24,199,62,826,218,294,15011,95,65,174,33,1615,608,4391,313,997,716,127,182,496,429,231,313,250,151,3,14,590,31,76,14,44060.0
5/16/20,329,26,83,49,359,6201,38,370,110,313,923,108,61,22,1259,682,156,2,212,7,9,1,144,39,205,108,104,1585,10,104,126,28,6,250,1401,276,24,199,62,834,220,296,15366,95,65,177,34,1629,616,4440,314,1008,722,128,182,498,431,231,316,251,153,3,20,591,31,77,13,44732.0
5/17/20,332,26,84,49,365,6243,40,380,112,317,948,111,66,22,1284,689,156,2,223,7,9,1,147,40,211,109,104,1614,10,106,129,28,6,252,1456,280,25,199,63,849,222,321,15658,100,66,177,35,1655,622,4524,316,1022,736,131,183,508,432,231,323,251,158,3,25,594,32,77,13,45509.0
5/18/20,337,26,85,49,367,6322,41,389,112,320,1006,113,68,25,1300,707,160,2,240,7,10,1,147,42,222,110,104,1653,12,106,131,28,6,254,1481,290,25,199,64,867,223,371,15864,99,66,178,43,1679,627,4658,319,1051,746,134,185,518,435,232,334,252,160,5,25,605,32,81,13,46363.0
5/19/20,339,26,86,49,371,6369,40,392,114,321,1030,113,69,26,1318,719,167,2,242,8,13,1,147,44,224,109,107,1670,10,108,148,28,6,257,1520,304,25,199,64,888,224,396,15942,99,66,180,45,1699,629,4699,327,1062,766,134,186,533,442,233,337,253,160,5,26,612,32,91,14,46865.0
5/20/20,344,26,86,49,372,6407,40,398,115,333,1058,115,80,26,1336,723,169,2,245,8,16,1,153,47,228,107,107,1703,11,108,171,28,6,260,1542,306,27,199,66,893,228,419,16034,100,69,184,49,1708,636,4776,328,1075,786,135,197,538,444,233,336,253,160,5,26,618,32,97,14,47391.0
5/21/20,346,26,87,50,376,6514,41,410,115,351,1112,119,94,31,1355,734,172,2,249,8,19,1,156,54,240,108,110,1767,14,110,173,30,6,264,1585,320,27,199,67,933,233,472,16367,100,69,184,51,1726,640,4968,335,1109,822,136,198,550,445,235,349,254,161,8,28,630,32,97,19,48593.0
5/22/20,354,26,92,50,380,6580,52,412,118,354,1160,121,97,33,1376,740,173,2,252,10,19,1,159,60,250,110,111,1790,16,112,219,29,7,266,1666,329,27,204,66,946,233,476,16522,101,69,185,55,1744,644,5072,338,1116,840,138,202,565,449,236,363,252,164,10,28,640,32,100,24,49367.0
5/23/20,355,27,94,50,389,6649,52,417,119,354,1195,125,112,38,1406,749,173,2,255,10,20,1,161,63,249,109,112,1823,14,113,225,29,8,271,1677,330,27,204,67,958,233,483,16694,107,69,192,57,1768,648,5140,341,1153,853,139,207,576,454,238,386,253,164,11,29,655,32,103,26,50043.0
5/24/20,361,27,95,51,394,6697,52,423,119,357,1251,130,115,41,1439,756,177,2,255,11,20,1,194,77,281,109,113,1883,14,116,230,29,8,273,1699,332,27,206,68,975,237,494,16845,108,70,193,60,1808,658,5201,349,1173,869,140,207,586,459,239,391,253,165,12,30,663,32,106,26,50782.0
5/25/20,365,27,97,51,398,6760,52,427,119,362,1282,131,117,43,1467,768,177,2,264,12,20,1,206,85,321,112,114,1939,14,117,238,29,8,275,1736,372,29,209,69,988,237,510,17041,107,70,193,64,1831,658,5355,360,1187,878,143,208,590,461,240,404,253,166,14,30,673,32,108,45,51661.0
5/26/20,370,27,97,51,399,6799,52,430,119,365,1305,132,121,44,1484,769,177,2,266,12,24,1,206,87,337,112,114,1969,18,119,239,29,8,277,1759,375,30,209,69,990,240,535,17168,107,70,194,67,1849,662,5429,369,1196,891,144,209,594,465,241,413,254,165,14,31,680,32,108,50,52170.0
5/27/20,370,29,97,51,399,6825,52,433,119,366,1334,135,124,46,1507,776,178,2,268,12,24,1,208,88,339,113,114,1995,18,119,240,29,8,279,1767,377,30,209,69,996,240,550,17225,107,72,198,67,1877,673,5455,373,1205,907,144,237,598,471,245,420,253,166,14,31,683,32,109,51,52549.0
5/28/20,372,28,97,51,401,6870,52,438,119,369,1401,136,132,46,1523,784,179,2,268,12,24,1,209,88,354,113,119,2019,18,120,241,29,8,280,1802,379,30,209,69,1007,241,557,17396,107,74,199,68,1902,674,5541,375,1218,939,149,237,611,474,247,424,253,166,16,31,709,32,109,51,53199.0
5/29/20,378,28,98,51,409,6975,53,446,120,374,1454,140,171,49,1561,791,182,2,269,12,27,1,221,91,387,113,120,2069,19,122,248,29,8,291,1847,401,31,213,69,1022,243,601,17641,108,74,207,70,1945,688,5765,377,1238,977,149,240,622,481,252,449,253,166,19,31,725,33,114,54,54414.0
5/30/20,379,29,97,51,420,7067,56,450,121,380,1514,144,173,49,1608,810,185,2,269,13,29,1,230,93,405,113,127,2129,19,126,249,29,8,298,1894,406,31,213,69,1037,244,626,17826,108,75,212,76,1976,698,5898,381,1262,1005,150,242,629,484,256,463,253,167,20,31,730,34,114,57,55340.0
5/31/20,380,29,98,51,422,7123,63,458,121,382,1539,144,182,51,1644,815,189,2,273,12,30,1,233,99,415,115,129,2201,19,130,251,29,8,301,1908,404,32,213,69,1045,248,651,18000,108,76,223,83,2002,701,5996,386,1297,1027,152,245,635,490,260,471,253,167,22,32,736,34,117,57,56079.0
6/1/20,382,29,100,51,424,7196,61,461,122,383,1580,148,182,54,1654,828,189,2,276,15,32,1,239,101,431,115,130,2251,19,133,256,29,8,304,1943,405,34,213,69,1057,250,652,18139,109,76,232,84,2031,703,6135,388,1313,1038,153,247,639,491,260,473,253,168,22,32,741,35,117,58,56746.0
6/2/20,382,29,99,51,427,7248,62,463,122,387,1605,147,197,54,1660,844,190,2,278,15,61,2,239,105,446,118,132,2285,23,138,266,29,8,306,1967,411,35,213,69,1074,255,680,18224,109,80,235,85,2048,709,6219,394,1335,1053,154,248,647,493,262,492,255,168,22,33,752,35,118,66,57360.0
6/3/20,383,29,105,51,428,7339,62,470,122,390,1679,153,205,55,1669,853,191,2,285,15,64,2,250,111,476,120,134,2384,24,139,269,29,8,309,2087,428,35,218,69,1110,257,729,18456,109,81,236,97,2121,715,6477,398,1361,1074,154,250,649,505,269,508,258,170,24,33,771,35,118,68,58675.0
6/4/20,387,29,111,51,431,7462,62,476,122,394,1814,160,218,56,1702,866,193,2,288,17,70,3,255,118,501,122,138,2479,26,144,290,29,9,313,2147,432,38,218,69,1134,261,764,18779,110,82,241,104,2169,726,6688,405,1397,1100,165,255,652,512,267,535,260,172,26,34,784,35,120,74,60093.0
6/5/20,392,29,115,52,439,7572,64,481,125,393,1874,167,245,58,1736,871,195,2,289,19,81,3,261,131,521,122,141,2554,30,154,298,30,10,317,2200,434,55,218,72,1162,272,810,19056,110,82,250,122,2210,732,6859,416,1478,1127,172,256,658,515,270,561,261,174,27,34,791,35,124,79,61393.0
6/6/20,396,29,123,52,453,7690,64,488,125,396,1968,171,258,58,1764,879,195,2,293,19,83,3,261,140,552,122,143,2643,30,160,298,31,10,321,2253,438,58,218,71,1177,274,849,19299,110,82,253,125,2256,741,7074,419,1532,1145,173,257,669,521,272,607,261,174,45,36,804,35,130,83,62661.0
6/7/20,399,29,130,52,457,7804,66,493,128,400,2039,171,268,58,1792,888,195,2,294,20,84,6,263,145,558,125,146,2748,30,164,308,31,10,329,2289,442,60,218,71,1189,279,907,19547,111,82,262,138,2316,745,7230,424,1584,1178,173,258,680,532,279,627,261,175,46,38,819,35,130,84,63841.0
6/8/20,399,29,132,52,464,7924,66,500,128,405,2070,171,284,60,1806,891,195,2,294,19,85,7,262,151,565,126,150,2861,30,167,309,31,10,337,2315,443,73,218,71,1219,281,917,19756,114,82,271,138,2378,749,7329,434,1638,1206,174,258,686,542,282,654,261,175,48,38,829,35,131,84,64811.0
6/9/20,404,29,133,52,471,8035,64,501,128,411,2128,174,296,60,1824,907,195,2,296,19,86,7,263,153,572,127,150,2923,30,167,310,31,13,339,2388,448,90,218,71,1229,284,934,19980,114,83,274,143,2449,762,7518,442,1679,1243,175,261,694,556,287,669,264,176,48,38,837,35,133,85,65907.0
6/10/20,412,29,135,52,484,8193,64,505,130,420,2230,175,299,60,1848,915,200,2,298,19,104,8,267,160,580,129,153,3027,31,172,311,31,12,342,2422,451,90,218,71,1245,286,958,20277,116,84,287,149,2542,770,7678,457,1746,1287,176,262,705,585,288,696,265,178,47,38,849,35,135,85,67275.0
6/11/20,443,29,135,52,506,8337,64,515,132,427,2291,177,304,60,1893,944,201,2,300,20,107,8,268,164,590,130,160,3174,31,177,315,31,12,355,2500,456,95,218,75,1253,292,1020,20548,120,86,294,154,2678,785,7887,473,1862,1325,181,273,716,621,287,760,265,182,51,38,860,35,142,87,68973.0
6/12/20,506,30,139,52,519,8589,65,522,135,429,2364,177,329,60,1923,956,202,2,302,22,109,8,268,177,597,132,169,3295,31,190,316,31,12,383,2563,464,98,218,75,1309,299,1056,20872,121,87,312,158,2773,796,8209,484,1941,1373,183,275,724,663,292,793,266,185,52,38,884,35,145,87,70871.0
6/13/20,531,30,141,52,541,8864,66,529,140,429,2435,177,348,60,1961,961,204,3,301,26,110,8,271,189,617,135,170,3504,31,197,318,32,12,452,2634,464,100,218,76,1353,310,1134,21633,128,90,315,166,2937,810,8442,500,2103,1414,185,285,741,709,298,830,266,186,53,39,914,35,146,91,73450.0
6/14/20,541,30,145,52,545,8928,66,532,143,435,2526,182,361,60,1990,985,207,2,304,26,114,8,271,196,638,140,171,3613,31,205,319,32,13,464,2836,469,100,219,79,1377,311,1170,21917,129,92,332,183,3130,838,8833,521,2235,1466,190,291,767,759,307,883,266,196,54,38,928,35,148,92,75466.0
6/15/20,551,30,153,52,565,9086,66,537,150,440,2592,183,387,60,2032,999,207,2,305,26,116,9,272,205,650,141,172,3826,31,216,320,32,13,482,2877,474,101,220,82,1421,315,1218,22197,130,93,337,189,3282,848,9015,543,2389,1509,191,293,780,790,315,926,267,200,59,38,946,35,150,91,77229.0
6/16/20,564,34,157,53,608,9498,66,543,152,443,2729,187,402,60,2112,1020,208,2,309,73,118,11,277,213,659,146,192,4029,31,234,326,33,15,498,3015,483,127,220,84,1483,325,1296,22741,131,94,344,195,3437,866,9262,560,2523,1566,198,297,789,836,333,981,268,208,60,38,969,35,152,94,80012.0
6/17/20,580,35,161,56,650,9812,66,551,157,450,2817,202,406,60,2194,1052,214,2,312,73,119,11,279,221,675,147,197,4273,32,256,329,36,15,552,3187,485,131,220,86,1523,331,1311,23273,137,96,351,200,3584,892,9472,583,2684,1634,205,305,803,876,347,1037,269,217,62,38,995,36,157,95,82614.0
6/18/20,600,35,167,56,688,10111,65,553,162,456,2883,205,412,60,2309,1089,216,2,316,74,121,11,281,228,700,151,200,4610,33,284,327,36,16,583,3354,495,132,220,93,1548,345,1324,23854,146,97,366,207,3900,926,9854,627,2887,1702,209,319,833,976,365,1057,270,224,62,38,1057,37,157,95,85816.0
6/19/20,633,39,175,58,748,10448,65,570,168,468,2992,205,431,61,2484,1127,216,2,319,75,121,11,285,244,724,158,206,4982,45,317,329,36,18,646,3475,508,137,220,98,1649,365,1421,24376,150,101,391,230,4274,960,10116,686,3153,1856,213,330,868,1101,398,1131,277,229,62,39,1117,37,165,96,89635.0
6/20/20,673,39,188,61,817,10837,68,581,183,481,3097,219,439,61,2695,1170,224,2,322,75,121,11,287,272,747,171,215,5319,47,369,330,36,18,671,3556,557,137,220,109,1786,389,1460,25080,158,111,398,240,4569,1007,10506,750,3438,1970,221,342,926,1189,433,1169,282,252,63,40,1168,38,174,96,93680.0
6/21/20,716,41,190,61,850,11155,69,587,189,494,3159,227,450,61,2902,1198,226,2,322,75,142,11,289,289,759,185,226,5580,47,389,333,36,19,733,3627,573,139,221,123,1890,395,1525,25790,162,115,400,245,4914,1052,10754,809,3667,2042,237,344,962,1265,461,1214,284,310,65,41,1218,40,181,96,97173.0
6/22/20,738,44,205,63,878,11327,69,597,199,519,3206,232,468,61,3085,1202,237,4,326,86,142,11,302,305,763,200,238,5973,58,409,338,36,20,763,3666,587,147,221,142,1977,412,1582,26239,165,120,421,250,5157,1080,10943,872,3854,2225,238,350,992,1361,496,1226,286,290,68,42,1263,40,186,96,100098.0
6/23/20,760,42,230,64,918,11744,88,605,204,511,3375,233,487,62,3202,1244,244,4,329,86,142,13,304,318,780,206,258,6176,121,422,341,38,20,795,3745,596,151,220,143,2013,424,1611,26822,166,126,436,256,5502,1147,11180,954,4033,2279,242,355,1031,1451,510,1249,290,339,69,43,1301,41,188,98,103377.0
6/24/20,807,42,240,69,1022,12217,70,617,219,523,3456,243,513,62,3419,1312,250,4,332,88,143,14,315,334,796,218,270,6892,137,457,342,38,20,838,3944,614,154,220,143,2132,467,1639,27779,174,128,457,276,6056,1222,11536,1084,4387,2454,261,371,1091,1624,548,1333,299,349,70,44,1369,41,198,101,108884.0
6/25/20,863,44,248,73,1149,12584,70,626,226,542,3521,246,521,63,3724,1404,261,4,337,88,151,16,317,340,810,227,279,7329,147,479,347,41,22,881,4062,642,157,220,156,2202,493,1673,28664,188,136,500,289,6786,1321,11840,1170,4669,2571,271,411,1139,1768,599,1384,308,360,70,46,1464,42,205,102,113888.0
6/26/20,945,47,287,76,1297,13320,79,657,240,580,3778,250,539,63,4171,1559,274,6,352,89,154,17,317,373,851,260,284,8018,150,541,350,41,27,975,4757,695,165,220,170,2368,524,1713,30196,202,146,541,307,7848,1485,12498,1326,5099,2780,285,437,1245,1966,682,1441,313,373,71,48,1605,46,206,101,122826.0
6/27/20,1033,51,305,80,1547,14046,72,687,264,616,3966,261,574,65,4848,1611,279,6,365,94,158,22,322,403,895,312,373,9130,161,620,353,45,31,1098,4956,775,168,221,179,2642,598,1850,31562,204,158,563,333,8837,1649,12928,1630,5713,3182,297,442,1341,2202,756,1576,319,393,73,58,1745,47,210,106,132406.0
6/28/20,1124,55,322,82,1631,14620,76,714,277,659,4087,269,585,65,5588,1660,293,6,373,97,161,22,325,411,923,346,324,9918,161,655,359,47,30,1192,5188,951,171,221,187,2737,631,1910,33714,219,169,601,343,9671,1833,13389,1780,6020,3495,318,468,1401,2366,837,1652,327,433,74,61,1933,54,211,110,140932.0
6/29/20,1159,57,347,83,1716,15045,75,749,284,682,4147,281,600,65,5839,1702,302,6,376,96,167,22,327,426,938,361,345,10323,161,686,359,46,31,1252,5363,998,173,222,191,2810,655,1979,35222,236,175,636,360,10014,1919,13711,1909,6260,3682,327,482,1447,2477,895,1691,334,439,76,61,2024,55,213,112,146203.0
6/30/20,1197,63,384,83,1793,15624,76,775,291,713,4225,287,604,68,6207,1952,310,6,379,97,175,23,334,430,953,373,350,10752,177,697,363,49,32,1302,5588,1114,174,222,195,2856,672,2055,36820,259,182,666,377,10314,2026,14150,1992,6487,3836,339,593,1482,2566,948,1724,345,499,79,62,2105,60,245,113,152289.0
7/1/20,1245,72,408,84,1962,16155,77,793,323,729,4376,296,634,69,6480,2046,323,6,389,102,164,23,345,440,980,408,365,11465,181,739,365,51,32,1410,5869,1149,181,222,200,3015,727,2112,37961,270,196,704,383,10874,2164,14447,2133,6861,4048,381,617,1601,2682,989,1812,368,532,80,62,2219,65,257,112,158830.0
7/2/20,1332,80,581,89,2180,17116,85,836,345,801,4539,316,661,69,7247,2240,340,9,406,106,167,32,376,468,993,451,372,12376,191,772,381,57,33,1508,6223,1377,182,230,218,3175,789,2151,40265,296,225,770,390,11458,2349,14859,2274,7249,4327,433,676,1707,2837,1088,1876,387,561,85,71,2372,71,291,117,168934.0
7/3/20,1423,84,625,92,2366,18229,97,860,364,871,4701,331,676,72,7961,2397,359,11,428,109,172,34,380,496,1021,472,390,13044,196,820,394,57,34,1603,6668,1466,192,238,220,3261,817,2208,42311,322,253,820,402,12078,2526,15324,2443,7697,4660,489,743,1814,2987,1188,1983,401,581,91,74,2496,72,295,118,178407.0
7/4/20,1506,98,684,94,2453,19575,93,887,372,936,4880,348,733,75,8614,2597,369,11,446,112,174,34,382,504,1052,521,397,13700,195,897,401,58,36,1694,7215,1638,202,238,239,3554,868,2251,44729,337,277,880,413,13262,2781,16149,2608,8116,4906,516,815,2059,3205,1259,2109,408,597,97,82,2604,84,305,120,189851.0
7/5/20,1578,102,713,95,2521,21239,97,922,378,991,5019,361,748,78,9146,2809,383,15,468,114,179,54,384,506,1085,541,405,14336,199,932,406,58,36,1845,7498,1798,210,244,247,3716,927,2320,47011,367,313,906,423,14032,2966,16836,2757,8533,5196,540,867,2160,3339,1325,2182,420,614,99,85,2685,87,318,121,199885.0
7/6/20,1636,106,744,95,2591,21856,97,935,399,1017,5076,364,752,80,9487,2942,392,15,468,116,188,54,389,509,1101,557,416,14677,199,953,411,65,40,1890,7661,1870,211,244,255,3785,986,2422,48992,380,325,917,439,14407,3068,17242,2850,8759,5472,550,902,2191,3430,1383,2264,436,630,101,89,2804,90,324,121,206217.0
7/7/20,1701,110,818,102,2705,22595,101,944,419,1074,5201,377,760,84,9835,3059,410,15,474,122,188,57,392,517,1111,592,435,15362,201,969,415,67,42,1998,7859,1911,218,245,265,3890,1043,2461,51058,398,346,938,451,14768,3190,17638,3004,9032,5665,566,941,2249,3522,1433,2355,478,646,102,92,2951,93,372,131,213563.0
7/8/20,1792,120,880,105,2812,23781,106,974,457,1158,5433,392,775,90,10439,3188,424,19,481,124,189,59,405,536,1129,659,457,16099,207,992,504,69,48,2087,8125,1955,225,249,273,4080,1111,2503,53974,427,375,969,452,15194,3302,18231,3193,9395,5895,593,993,2334,3652,1517,2433,516,673,109,99,3070,94,395,136,223532.0
7/9/20,1871,127,940,113,2985,25102,122,1004,469,1254,5577,421,799,95,11028,3332,434,24,495,129,189,66,409,548,1135,708,473,16666,212,1045,517,72,49,2181,8340,2047,235,257,283,4266,1162,2545,55961,445,405,1015,459,15595,3466,18656,3330,9826,6206,619,1033,2431,3806,1632,2483,549,686,116,101,3234,102,434,140,232456.0
7/10/20,1978,135,1027,119,3104,26705,133,1048,500,1328,5777,433,809,103,11772,3485,456,25,528,133,196,79,412,595,1146,766,488,17662,223,1112,556,77,52,2298,8574,2161,241,262,302,4432,1307,2634,58341,470,438,1083,501,16148,3658,19233,3559,10293,6611,653,1085,2548,3967,1730,2661,589,710,123,105,3454,116,484,147,243880.0
7/11/20,2043,151,1107,130,3237,28253,152,1074,523,1403,5968,462,830,106,12287,3662,473,31,574,134,200,88,417,596,1163,818,517,18360,225,1158,581,80,53,2394,8848,2246,255,273,320,4632,1403,2680,60868,544,482,1130,518,16630,3861,19847,3748,10596,6983,695,1142,2641,4083,1788,2739,622,724,130,109,3634,122,538,151,254232.0
7/12/20,2098,162,1193,133,3369,30025,174,1117,546,1508,6220,475,831,108,12864,4146,493,33,588,135,203,90,425,602,1196,861,532,19150,227,1185,587,81,53,2517,10123,2348,263,274,335,5112,1489,2734,64444,572,524,1285,527,18001,4167,21018,3875,10844,7246,738,1331,3106,4229,1843,2862,655,735,136,114,3805,128,561,163,269514.0
7/13/20,2173,175,1322,144,3510,31484,162,1158,577,1557,6465,589,886,117,13370,4335,509,44,615,143,209,98,434,607,1241,909,557,19828,229,1259,632,87,56,2645,10344,2448,273,276,367,5266,1642,2864,67713,611,546,1385,566,18937,4442,21806,4060,11442,7630,775,1379,3219,4466,1905,3061,679,750,143,114,3972,137,582,191,282117.0
7/14/20,2258,180,1430,145,3632,32814,172,1212,618,1602,6731,624,951,125,13724,4483,529,45,624,156,209,101,439,613,1267,946,590,20508,234,1337,652,93,61,2783,10631,2520,282,276,382,5419,1774,2900,69803,641,570,1445,581,19377,4575,22279,4189,11754,7881,835,1412,3334,4536,2019,3134,681,761,149,120,4163,164,622,204,291301.0
7/15/20,2322,187,1523,161,3722,34153,184,1281,665,1641,6872,929,997,135,14152,4745,557,47,687,169,213,109,444,633,1288,987,627,21018,258,1386,675,100,64,2882,10849,2606,296,281,402,5564,1938,2935,72317,670,600,1532,586,19909,4751,22788,4363,12080,8206,855,1523,3447,4665,2079,3209,721,788,158,123,4355,206,649,214,301478.0
