Date,Barbour,Berkeley,Boone,Braxton,Brooke,Cabell,Calhoun,Clay,Doddridge,Fayette,Gilmer,Grant,Greenbrier,Hampshire,Hancock,Hardy,Harrison,Jackson,Jefferson,Kanawha,Lewis,Lincoln,Logan,Marion,Marshall,Mason,McDowell,Mercer,Mineral,Mingo,Monongalia,Monroe,Morgan,Nicholas,Ohio,Pendleton,Pleasants,Pocahontas,Preston,Putnam,Raleigh,Randolph,Ritchie,Roane,Summers,Taylor,Tucker,Tyler,Upshur,Wayne,Webster,Wetzel,Wirt,Wood,Wyoming,Total
9/2/20,34,808,143,9,95,555,10,27,6,365,19,141,105,92,122,75,272,205,365,1515,33,123,501,220,133,109,71,318,147,250,1209,126,38,53,293,45,15,45,140,294,372,227,5,33,20,106,11,15,45,259,7,45,9,310,68,10658.0
9/3/20,34,812,145,9,97,560,12,27,7,369,20,142,106,92,123,75,280,205,373,1553,34,123,503,221,133,120,73,323,147,262,1259,127,38,53,293,45,15,45,140,307,377,227,6,33,20,108,11,15,45,269,7,45,9,313,68,10855.0
9/4/20,34,819,151,9,98,564,12,27,9,377,20,143,106,92,126,75,287,208,378,1582,36,124,511,224,133,120,73,331,147,266,1294,127,40,56,293,45,15,45,140,323,386,227,6,34,21,108,11,15,45,280,7,45,9,318,70,11042.0
9/5/20,34,822,152,9,99,577,15,29,11,398,20,143,106,92,126,75,296,210,386,1650,36,125,516,228,133,120,74,344,147,272,1342,133,40,57,294,45,15,45,141,338,389,227,6,36,21,109,11,15,46,285,7,45,9,321,71,11293.0
9/6/20,35,825,154,9,102,580,17,29,11,412,20,144,106,93,126,75,297,211,388,1686,36,126,520,228,133,120,74,349,147,276,1371,136,40,57,296,45,15,45,141,340,390,228,6,36,21,110,12,15,46,285,7,45,9,322,71,11418.0
9/7/20,35,831,157,9,102,589,18,29,13,421,20,144,106,93,128,76,301,217,389,1731,36,126,519,230,134,120,74,350,147,280,1401,138,41,57,297,45,15,45,141,350,391,228,6,37,21,110,12,15,46,298,7,45,8,324,72,11575.0
9/8/20,35,837,157,9,102,595,19,29,13,421,20,144,106,93,132,76,304,219,394,1737,36,126,522,232,134,123,74,350,147,282,1433,138,41,58,297,45,15,45,142,352,393,228,6,37,21,110,12,15,50,300,7,45,8,324,72,11662.0
9/9/20,35,840,162,9,105,601,20,30,13,421,20,144,108,93,132,76,306,219,396,1753,36,126,529,233,136,123,74,350,148,289,1504,138,41,58,301,45,15,55,142,353,397,228,6,37,22,110,13,15,50,300,7,45,8,324,73,11814.0
9/10/20,35,851,169,9,103,610,21,30,14,432,19,145,113,93,128,75,308,219,397,1809,36,127,536,234,138,131,74,355,148,287,1547,146,43,60,302,46,15,55,142,362,399,228,9,37,22,112,13,15,51,304,7,45,8,327,75,12016.0
9/11/20,35,856,170,9,105,620,21,30,15,439,20,147,114,93,136,76,312,224,398,1839,37,130,536,235,139,126,76,357,148,291,1581,142,43,62,313,45,15,55,143,371,403,229,9,38,25,112,15,15,57,307,7,46,8,329,73,12177.0
9/12/20,35,866,176,9,105,647,22,30,17,450,20,147,114,95,137,76,318,226,401,1934,37,137,537,240,139,126,79,373,149,297,1661,143,44,64,325,46,15,56,143,393,412,230,9,39,28,113,15,15,58,313,7,46,8,330,76,12528.0
9/13/20,36,872,176,9,105,654,22,30,17,470,20,147,117,95,137,76,320,228,403,1985,37,139,544,243,139,126,80,379,149,301,1691,144,44,66,328,46,15,56,143,399,415,230,9,41,28,113,16,15,58,317,7,46,9,333,80,12705.0
9/14/20,37,884,176,9,105,658,22,30,17,475,20,147,117,95,137,76,324,229,403,2019,37,144,547,244,140,126,80,380,149,301,1715,144,45,69,332,46,15,58,143,403,423,230,11,41,28,114,16,15,59,320,7,46,9,333,80,12830.0
9/15/20,37,890,182,10,105,665,22,30,17,481,20,147,117,96,137,76,324,231,409,2035,38,144,549,246,143,128,80,384,153,304,1745,144,46,72,334,47,15,58,143,416,443,230,11,42,28,115,16,15,59,323,7,47,9,339,82,12986.0
9/16/20,39,911,185,10,105,677,22,32,17,492,20,150,117,97,139,76,324,235,410,2083,38,145,555,246,145,129,80,384,154,324,1768,144,46,75,340,48,15,58,143,441,449,231,11,42,31,115,16,15,60,325,7,47,9,342,83,13202.0
